Bacterial_associate_taxa,Class,Family,Fungal_host_taxa,Genus,Order,Phylum,Superkingdom
Deinococcus,Agaricomycetes,Strophariaceae,Kuehneromyces,Kuehneromyces,Agaricales,Basidiomycota,Eukaryota
Deinococcus,Agaricomycetes,Hydnangiaceae,Laccaria,Laccaria,Agaricales,Basidiomycota,Eukaryota
Deinococcus,Agaricomycetes,Laetiporaceae,Laetiporus,Laetiporus,Polyporales,Basidiomycota,Eukaryota
Deinococcus,Agaricomycetes,Clitocybaceae,Lepista,Lepista,Agaricales,Basidiomycota,Eukaryota
Deinococcus,Agaricomycetes,Lyophyllaceae,Lyophyllum,Lyophyllum,Agaricales,Basidiomycota,Eukaryota
Deinococcus,Agaricomycetes,Marasmiaceae,Marasmius,Marasmius,Agaricales,Basidiomycota,Eukaryota
Deinococcus,Pezizomycetes,Morchellaceae,Morchella,Morchella,Pezizales,Ascomycota,Eukaryota
Deinococcus,Mucoromycetes,Mucoraceae,Mucor,Mucor,Mucorales,Mucoromycota,Eukaryota
Deinococcus,Agaricomycetes,Omphalotaceae,Omphalotus,Omphalotus,Agaricales,Basidiomycota,Eukaryota
Deinococcus,Agaricomycetes,Mycenaceae,Panellus,Panellus,Agaricales,Basidiomycota,Eukaryota
Deinococcus,Eurotiomycetes,Aspergillaceae,Penicillium,Penicillium,Eurotiales,Ascomycota,Eukaryota
Deinococcus,Sordariomycetes,Togniniaceae,Phaeoacremonium,Phaeoacremonium,Togniniales,Ascomycota,Eukaryota
Deinococcus,Agaricomycetes,Pleurotaceae,Pleurotus,Pleurotus,Agaricales,Basidiomycota,Eukaryota
Deinococcus,Agaricomycetes,Polyporaceae,Polyporus,Polyporus,Polyporales,Basidiomycota,Eukaryota
Deinococcus,Agaricomycetes,Psathyrellaceae,Psathyrella,Psathyrella,Agaricales,Basidiomycota,Eukaryota
Deinococcus,Sordariomycetes,Ophiocordycipitaceae,Purpureocillium,Purpureocillium,Hypocreales,Ascomycota,Eukaryota
Deinococcus,Agaricomycetes,Rhizopogonaceae,Rhizopogon,Rhizopogon,Boletales,Basidiomycota,Eukaryota
Deinococcus,Schizosaccharomycetes,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces,Schizosaccharomycetales,Ascomycota,Eukaryota
Deinococcus,Sordariomycetes,Sordariaceae,Sordaria,Sordaria,Sordariales,Ascomycota,Eukaryota
Deinococcus,Agaricomycetes,Stereaceae,Stereum,Stereum,Russulales,Basidiomycota,Eukaryota
Deinococcus,Agaricomycetes,Strophariaceae,Stropharia,Stropharia,Agaricales,Basidiomycota,Eukaryota
Deinococcus,Agaricomycetes,Suillaceae,Suillus,Suillus,Boletales,Basidiomycota,Eukaryota
Deinococcus,Sordariomycetes,Ophiocordycipitaceae,Tolypocladium,Tolypocladium,Hypocreales,Ascomycota,Eukaryota
Deinococcus,Agaricomycetes,Polyporaceae,Trametes,Trametes,Polyporales,Basidiomycota,Eukaryota
Deinococcus,Sordariomycetes,Hypocreaceae,Trichoderma,Trichoderma,Hypocreales,Ascomycota,Eukaryota
Deinococcus,Sordariomycetes,Sporocadaceae,Truncatella,Truncatella,Xylariales,Ascomycota,Eukaryota
Deinococcus,Umbelopsidomycetes,Umbelopsidaceae,Umbelopsis,Umbelopsis,Umbelopsidales,Mucoromycota,Eukaryota
Deinococcus,Sordariomycetes,Plectosphaerellaceae,Verticillium,Verticillium,Glomerellales,Ascomycota,Eukaryota
Delftia,Dothideomycetes,Pleosporaceae,Alternaria,Alternaria,Pleosporales,Ascomycota,Eukaryota
Delftia,Tremellomycetes,Trichosporonaceae,Apiotrichum,Apiotrichum,Trichosporonales,Basidiomycota,Eukaryota
Delftia,Eurotiomycetes,Aspergillaceae,Aspergillus,Aspergillus,Eurotiales,Ascomycota,Eukaryota
Delftia,Dothideomycetes,Saccotheciaceae,Aureobasidium,Aureobasidium,Dothideales,Ascomycota,Eukaryota
Delftia,Eurotiomycetes,Malbrancheaceae,Auxarthron,Malbranchea,Onygenales,Ascomycota,Eukaryota
Delftia,Dothideomycetes,Cladosporiaceae,Cladosporium,Cladosporium,Cladosporiales,Ascomycota,Eukaryota
Delftia,Sordariomycetes,Bionectriaceae,Clonostachys,Clonostachys,Hypocreales,Ascomycota,Eukaryota
Delftia,Sordariomycetes,Coniochaetaceae,Coniochaeta,Coniochaeta,Coniochaetales,Ascomycota,Eukaryota
Delftia,Sordariomycetes,Nectriaceae,Ilyonectria,Ilyonectria,Hypocreales,Ascomycota,Eukaryota
Delftia,Mortierellomycetes,Mortierellaceae,Mortierella,Mortierella,Mortierellales,Mucoromycota,Eukaryota
Delftia,Mucoromycetes,Mucoraceae,Mucor,Mucor,Mucorales,Mucoromycota,Eukaryota
Delftia,Dothideomycetes,Didymellaceae,Nothophoma,Nothophoma,Pleosporales,Ascomycota,Eukaryota
Delftia,Sordariomycetes,Stachybotryaceae,Paramyrothecium,Paramyrothecium,Hypocreales,Ascomycota,Eukaryota
Delftia,Eurotiomycetes,Aspergillaceae,Penicillium,Penicillium,Eurotiales,Ascomycota,Eukaryota
Delftia,Dothideomycetes,Periconiaceae,Periconia,Periconia,Pleosporales,Ascomycota,Eukaryota
Delftia,Sordariomycetes,Thyridium,Phialemoniopsis,NA,Thyridiaceae,Ascomycota,Eukaryota
Delftia,Mortierellomycetes,Mortierellaceae,Podila,Podila,Mortierellales,Mucoromycota,Eukaryota
Delftia,Leotiomycetes,Pseudogymnoascus,Pseudogymnoascus,NA,Pseudeurotiaceae,Ascomycota,Eukaryota
Delftia,Sordariomycetes,Stanjemonium,Stanjemonium,NA,Hypocreales,Ascomycota,Eukaryota
Delftia,Eurotiomycetes,Trichocomaceae,Talaromyces,Talaromyces,Eurotiales,Ascomycota,Eukaryota
Delftia,Ustilaginomycetes,Ustilaginaceae,Tranzscheliella,Tranzscheliella,Ustilaginales,Basidiomycota,Eukaryota
Delftia,Sordariomycetes,Hypocreaceae,Trichoderma,Trichoderma,Hypocreales,Ascomycota,Eukaryota
Delftia,Umbelopsidomycetes,Umbelopsidaceae,Umbelopsis,Umbelopsis,Umbelopsidales,Mucoromycota,Eukaryota
Delftia,Ustilaginomycetes,Ustilaginaceae,Ustilago,Ustilago,Ustilaginales,Basidiomycota,Eukaryota
Delftia,Tremellomycetes,Trichosporonaceae,Vanrija,Vanrija,Trichosporonales,Basidiomycota,Eukaryota
Denitratisoma,Agaricomycetes,Strophariaceae,Kuehneromyces,Kuehneromyces,Agaricales,Basidiomycota,Eukaryota
Dermabacter,Eurotiomycetes,Aspergillaceae,Aspergillus,Aspergillus,Eurotiales,Ascomycota,Eukaryota
Dermabacter,Agaricomycetes,Polyporaceae,Trametes,Trametes,Polyporales,Basidiomycota,Eukaryota
Dermacoccus,Eurotiomycetes,Aspergillaceae,Aspergillus,Aspergillus,Eurotiales,Ascomycota,Eukaryota
Dermacoccus,Sordariomycetes,Hypocreaceae,Trichoderma,Trichoderma,Hypocreales,Ascomycota,Eukaryota
Desemzia,Dothideomycetes,Pleosporaceae,Alternaria,Alternaria,Pleosporales,Ascomycota,Eukaryota
Desemzia,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Desemzia,Eurotiomycetes,Aspergillaceae,Penicillium,Penicillium,Eurotiales,Ascomycota,Eukaryota
Desulfoglaeba,Agaricomycetes,Polyporaceae,Ganoderma,Ganoderma,Polyporales,Basidiomycota,Eukaryota
Desulfosporosinus,Dothideomycetes,Pleosporaceae,Alternaria,Alternaria,Pleosporales,Ascomycota,Eukaryota
Desulfosporosinus,Sordariomycetes,Sporocadaceae,Truncatella,Truncatella,Xylariales,Ascomycota,Eukaryota
Devosia,Sordariomycetes,Acremonium,Acremonium,NA,Hypocreales,Ascomycota,Eukaryota
Devosia,Agaricomycetes,Strophariaceae,Agrocybe,Agrocybe,Agaricales,Basidiomycota,Eukaryota
Devosia,Dothideomycetes,Pleosporaceae,Alternaria,Alternaria,Pleosporales,Ascomycota,Eukaryota
Devosia,Agaricomycetes,Physalacriaceae,Armillaria,Armillaria,Agaricales,Basidiomycota,Eukaryota
Devosia,Eurotiomycetes,Aspergillaceae,Aspergillus,Aspergillus,Eurotiales,Ascomycota,Eukaryota
Devosia,Basidiobolomycetes,Basidiobolaceae,Basidiobolus,Basidiobolus,Basidiobolales,Zoopagomycota,Eukaryota
Devosia,Sordariomycetes,Cordycipitaceae,Beauveria,Beauveria,Hypocreales,Ascomycota,Eukaryota
Devosia,Leotiomycetes,Sclerotiniaceae,Botrytis,Botrytis,Helotiales,Ascomycota,Eukaryota
Devosia,Sordariomycetes,Calcarisporium,Calcarisporium,NA,Hypocreales,Ascomycota,Eukaryota
Devosia,Sordariomycetes,Chaetomiaceae,Chaetomium,Chaetomium,Sordariales,Ascomycota,Eukaryota
Devosia,Entomophthoromycetes,Ancylistaceae,Conidiobolus,Conidiobolus,Entomophthorales,Zoopagomycota,Eukaryota
Devosia,Sordariomycetes,Schizoparmaceae,Coniella,Coniella,Diaporthales,Ascomycota,Eukaryota
Devosia,Sordariomycetes,Coniochaetaceae,Coniochaeta,Coniochaeta,Coniochaetales,Ascomycota,Eukaryota
Devosia,Agaricomycetes,Psathyrellaceae,Coprinellus,Coprinellus,Agaricales,Basidiomycota,Eukaryota
Devosia,Agaricomycetes,Agaricaceae,Coprinus,Coprinus,Agaricales,Basidiomycota,Eukaryota
Devosia,Dothideomycetes,Didymellaceae,Epicoccum,Epicoccum,Pleosporales,Ascomycota,Eukaryota
Devosia,Agaricomycetes,Fistulinaceae,Fistulina,Fistulina,Agaricales,Basidiomycota,Eukaryota
Devosia,Agaricomycetes,Hymenochaetaceae,Fomitiporia,Fomitiporia,Hymenochaetales,Basidiomycota,Eukaryota
Devosia,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Devosia,Sordariomycetes,Magnaporthaceae,Gaeumannomyces,Gaeumannomyces,Magnaporthales,Ascomycota,Eukaryota
Devosia,Agaricomycetes,Polyporaceae,Ganoderma,Ganoderma,Polyporales,Basidiomycota,Eukaryota
Devosia,Agaricomycetes,Grifolaceae,Grifola,Grifola,Polyporales,Basidiomycota,Eukaryota
Devosia,Agaricomycetes,Gyrodontaceae,Gyrodon,Gyrodon,Boletales,Basidiomycota,Eukaryota
Devosia,Agaricomycetes,Hymenogastraceae,Hebeloma,Hebeloma,Agaricales,Basidiomycota,Eukaryota
Devosia,Agaricomycetes,Hericiaceae,Hericium,Hericium,Russulales,Basidiomycota,Eukaryota
Devosia,Agaricomycetes,Lyophyllaceae,Hypsizygus,Hypsizygus,Agaricales,Basidiomycota,Eukaryota
Devosia,Sordariomycetes,Nectriaceae,Ilyonectria,Ilyonectria,Hypocreales,Ascomycota,Eukaryota
Devosia,Agaricomycetes,Infundibulicybe,Infundibulicybe,NA,Agaricales,Basidiomycota,Eukaryota
Devosia,Agaricomycetes,Strophariaceae,Kuehneromyces,Kuehneromyces,Agaricales,Basidiomycota,Eukaryota
Devosia,Agaricomycetes,Laetiporaceae,Laetiporus,Laetiporus,Polyporales,Basidiomycota,Eukaryota
Devosia,Agaricomycetes,Clitocybaceae,Lepista,Lepista,Agaricales,Basidiomycota,Eukaryota
Devosia,Agaricomycetes,Lyophyllaceae,Lyophyllum,Lyophyllum,Agaricales,Basidiomycota,Eukaryota
Devosia,Agaricomycetes,Agaricaceae,Macrolepiota,Macrolepiota,Agaricales,Basidiomycota,Eukaryota
Devosia,Agaricomycetes,Marasmiaceae,Marasmius,Marasmius,Agaricales,Basidiomycota,Eukaryota
Devosia,Pezizomycetes,Morchellaceae,Morchella,Morchella,Pezizales,Ascomycota,Eukaryota
Devosia,Mucoromycetes,Mucoraceae,Mucor,Mucor,Mucorales,Mucoromycota,Eukaryota
Devosia,Agaricomycetes,Omphalotaceae,Omphalotus,Omphalotus,Agaricales,Basidiomycota,Eukaryota
Devosia,Agaricomycetes,Mycenaceae,Panellus,Panellus,Agaricales,Basidiomycota,Eukaryota
Devosia,Eurotiomycetes,Aspergillaceae,Penicillium,Penicillium,Eurotiales,Ascomycota,Eukaryota
Devosia,Sordariomycetes,Togniniaceae,Phaeoacremonium,Phaeoacremonium,Togniniales,Ascomycota,Eukaryota
Devosia,Agaricomycetes,Pleurotaceae,Pleurotus,Pleurotus,Agaricales,Basidiomycota,Eukaryota
Devosia,Agaricomycetes,Polyporaceae,Polyporus,Polyporus,Polyporales,Basidiomycota,Eukaryota
Devosia,Agaricomycetes,Psathyrellaceae,Psathyrella,Psathyrella,Agaricales,Basidiomycota,Eukaryota
Devosia,Agaricomycetes,Rhizopogonaceae,Rhizopogon,Rhizopogon,Boletales,Basidiomycota,Eukaryota
Devosia,Schizosaccharomycetes,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces,Schizosaccharomycetales,Ascomycota,Eukaryota
Devosia,Agaricomycetes,Stereaceae,Stereum,Stereum,Russulales,Basidiomycota,Eukaryota
Devosia,Agaricomycetes,Strophariaceae,Stropharia,Stropharia,Agaricales,Basidiomycota,Eukaryota
Devosia,Sordariomycetes,Ophiocordycipitaceae,Tolypocladium,Tolypocladium,Hypocreales,Ascomycota,Eukaryota
Devosia,Agaricomycetes,Polyporaceae,Trametes,Trametes,Polyporales,Basidiomycota,Eukaryota
Devosia,Sordariomycetes,Hypocreaceae,Trichoderma,Trichoderma,Hypocreales,Ascomycota,Eukaryota
Devosia,Sordariomycetes,Sporocadaceae,Truncatella,Truncatella,Xylariales,Ascomycota,Eukaryota
Dialister,Sordariomycetes,Nectriaceae,Ilyonectria,Ilyonectria,Hypocreales,Ascomycota,Eukaryota
Dialister,Eurotiomycetes,Aspergillaceae,Penicillium,Penicillium,Eurotiales,Ascomycota,Eukaryota
Dialister,Sordariomycetes,Plectosphaerellaceae,Plectosphaerella,Plectosphaerella,Glomerellales,Ascomycota,Eukaryota
Dialister,Mortierellomycetes,Mortierellaceae,Podila,Podila,Mortierellales,Mucoromycota,Eukaryota
Dialister,Leotiomycetes,Pseudogymnoascus,Pseudogymnoascus,NA,Pseudeurotiaceae,Ascomycota,Eukaryota
Diaphorobacter,Dothideomycetes,Pleosporaceae,Alternaria,Alternaria,Pleosporales,Ascomycota,Eukaryota
Diaphorobacter,Eurotiomycetes,Aspergillaceae,Aspergillus,Aspergillus,Eurotiales,Ascomycota,Eukaryota
Diaphorobacter,Agaricomycetes,Hymenochaetaceae,Fomitiporia,Fomitiporia,Hymenochaetales,Basidiomycota,Eukaryota
Diaphorobacter,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Diaphorobacter,Agaricomycetes,Hydnangiaceae,Laccaria,Laccaria,Agaricales,Basidiomycota,Eukaryota
Diaphorobacter,Pezizomycetes,Morchellaceae,Morchella,Morchella,Pezizales,Ascomycota,Eukaryota
Diaphorobacter,Eurotiomycetes,Aspergillaceae,Penicillium,Penicillium,Eurotiales,Ascomycota,Eukaryota
Diaphorobacter,Dothideomycetes,Periconiaceae,Periconia,Periconia,Pleosporales,Ascomycota,Eukaryota
Diaphorobacter,Agaricomycetes,Pleurotaceae,Pleurotus,Pleurotus,Agaricales,Basidiomycota,Eukaryota
Diaphorobacter,Agaricomycetes,Rhizopogonaceae,Rhizopogon,Rhizopogon,Boletales,Basidiomycota,Eukaryota
Diaphorobacter,Eurotiomycetes,Trichocomaceae,Talaromyces,Talaromyces,Eurotiales,Ascomycota,Eukaryota
Diaphorobacter,Agaricomycetes,Polyporaceae,Trametes,Trametes,Polyporales,Basidiomycota,Eukaryota
Diaphorobacter,Sordariomycetes,Hypocreaceae,Trichoderma,Trichoderma,Hypocreales,Ascomycota,Eukaryota
Dickeya,Sordariomycetes,Ophiocordycipitaceae,Purpureocillium,Purpureocillium,Hypocreales,Ascomycota,Eukaryota
Dietzia,Agaricomycetes,Strophariaceae,Agrocybe,Agrocybe,Agaricales,Basidiomycota,Eukaryota
Dietzia,Dothideomycetes,Pleosporaceae,Alternaria,Alternaria,Pleosporales,Ascomycota,Eukaryota
Dietzia,Agaricomycetes,Physalacriaceae,Armillaria,Armillaria,Agaricales,Basidiomycota,Eukaryota
Dietzia,Eurotiomycetes,Aspergillaceae,Aspergillus,Aspergillus,Eurotiales,Ascomycota,Eukaryota
Dietzia,Sordariomycetes,Cordycipitaceae,Beauveria,Beauveria,Hypocreales,Ascomycota,Eukaryota
Dietzia,Sordariomycetes,Schizoparmaceae,Coniella,Coniella,Diaporthales,Ascomycota,Eukaryota
Dietzia,Agaricomycetes,Psathyrellaceae,Coprinellus,Coprinellus,Agaricales,Basidiomycota,Eukaryota
Dietzia,Dothideomycetes,Didymellaceae,Epicoccum,Epicoccum,Pleosporales,Ascomycota,Eukaryota
Dietzia,Agaricomycetes,Physalacriaceae,Flammulina,Flammulina,Agaricales,Basidiomycota,Eukaryota
Dietzia,Agaricomycetes,Hymenochaetaceae,Fomitiporia,Fomitiporia,Hymenochaetales,Basidiomycota,Eukaryota
Dietzia,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Dietzia,Agaricomycetes,Polyporaceae,Ganoderma,Ganoderma,Polyporales,Basidiomycota,Eukaryota
Dietzia,Agaricomycetes,Gyrodontaceae,Gyrodon,Gyrodon,Boletales,Basidiomycota,Eukaryota
Dietzia,Agaricomycetes,Hymenogastraceae,Hebeloma,Hebeloma,Agaricales,Basidiomycota,Eukaryota
Dietzia,Agaricomycetes,Strophariaceae,Kuehneromyces,Kuehneromyces,Agaricales,Basidiomycota,Eukaryota
Dietzia,Agaricomycetes,Hydnangiaceae,Laccaria,Laccaria,Agaricales,Basidiomycota,Eukaryota
Dietzia,Agaricomycetes,Clitocybaceae,Lepista,Lepista,Agaricales,Basidiomycota,Eukaryota
Dietzia,Agaricomycetes,Marasmiaceae,Marasmius,Marasmius,Agaricales,Basidiomycota,Eukaryota
Dietzia,Mucoromycetes,Mucoraceae,Mucor,Mucor,Mucorales,Mucoromycota,Eukaryota
Dietzia,Agaricomycetes,Omphalotaceae,Omphalotus,Omphalotus,Agaricales,Basidiomycota,Eukaryota
Dietzia,Eurotiomycetes,Aspergillaceae,Penicillium,Penicillium,Eurotiales,Ascomycota,Eukaryota
Dietzia,Agaricomycetes,Pleurotaceae,Pleurotus,Pleurotus,Agaricales,Basidiomycota,Eukaryota
Dietzia,Agaricomycetes,Psathyrellaceae,Psathyrella,Psathyrella,Agaricales,Basidiomycota,Eukaryota
Dietzia,Agaricomycetes,Rhizopogonaceae,Rhizopogon,Rhizopogon,Boletales,Basidiomycota,Eukaryota
Dietzia,Sordariomycetes,Sordariaceae,Sordaria,Sordaria,Sordariales,Ascomycota,Eukaryota
Dietzia,Agaricomycetes,Sparassidaceae,Sparassis,Sparassis,Polyporales,Basidiomycota,Eukaryota
Dietzia,Agaricomycetes,Polyporaceae,Trametes,Trametes,Polyporales,Basidiomycota,Eukaryota
Dietzia,Sordariomycetes,Hypocreaceae,Trichoderma,Trichoderma,Hypocreales,Ascomycota,Eukaryota
Dinghuibacter,Sordariomycetes,Cordycipitaceae,Beauveria,Beauveria,Hypocreales,Ascomycota,Eukaryota
Dinghuibacter,Entomophthoromycetes,Ancylistaceae,Conidiobolus,Conidiobolus,Entomophthorales,Zoopagomycota,Eukaryota
Dinghuibacter,Sordariomycetes,Schizoparmaceae,Coniella,Coniella,Diaporthales,Ascomycota,Eukaryota
Dinghuibacter,Agaricomycetes,Hymenochaetaceae,Fomitiporia,Fomitiporia,Hymenochaetales,Basidiomycota,Eukaryota
Dinghuibacter,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Dinghuibacter,Agaricomycetes,Gyrodontaceae,Gyrodon,Gyrodon,Boletales,Basidiomycota,Eukaryota
Dinghuibacter,Agaricomycetes,Omphalotaceae,Omphalotus,Omphalotus,Agaricales,Basidiomycota,Eukaryota
Dinghuibacter,Agaricomycetes,Pleurotaceae,Pleurotus,Pleurotus,Agaricales,Basidiomycota,Eukaryota
Dinghuibacter,Agaricomycetes,Polyporaceae,Trametes,Trametes,Polyporales,Basidiomycota,Eukaryota
Dinghuibacter,Sordariomycetes,Hypocreaceae,Trichoderma,Trichoderma,Hypocreales,Ascomycota,Eukaryota
Dokdonella,Sordariomycetes,Bionectriaceae,Clonostachys,Clonostachys,Hypocreales,Ascomycota,Eukaryota
Dokdonella,Dothideomycetes,Periconiaceae,Periconia,Periconia,Pleosporales,Ascomycota,Eukaryota
Domibacillus,Eurotiomycetes,Aspergillaceae,Aspergillus,Aspergillus,Eurotiales,Ascomycota,Eukaryota
Domibacillus,Agaricomycetes,Fistulinaceae,Fistulina,Fistulina,Agaricales,Basidiomycota,Eukaryota
Domibacillus,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Domibacillus,Agaricomycetes,Polyporaceae,Ganoderma,Ganoderma,Polyporales,Basidiomycota,Eukaryota
Domibacillus,Agaricomycetes,Rhizopogonaceae,Rhizopogon,Rhizopogon,Boletales,Basidiomycota,Eukaryota
Domibacillus,Sordariomycetes,Hypocreaceae,Trichoderma,Trichoderma,Hypocreales,Ascomycota,Eukaryota
Dongia,Eurotiomycetes,Aspergillaceae,Aspergillus,Aspergillus,Eurotiales,Ascomycota,Eukaryota
Dongia,Sordariomycetes,Sporocadaceae,Truncatella,Truncatella,Xylariales,Ascomycota,Eukaryota
Dorea,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Dorea,Agaricomycetes,Gyrodontaceae,Gyrodon,Gyrodon,Boletales,Basidiomycota,Eukaryota
Dorea,Sordariomycetes,Sporocadaceae,Pestalotiopsis,Pestalotiopsis,Xylariales,Ascomycota,Eukaryota
Duganella,Sordariomycetes,Plectosphaerellaceae,Verticillium,Verticillium,Glomerellales,Ascomycota,Eukaryota
Dyadobacter,Dothideomycetes,Pleosporaceae,Alternaria,Alternaria,Pleosporales,Ascomycota,Eukaryota
Dyadobacter,Eurotiomycetes,Aspergillaceae,Aspergillus,Aspergillus,Eurotiales,Ascomycota,Eukaryota
Dyadobacter,Sordariomycetes,Schizoparmaceae,Coniella,Coniella,Diaporthales,Ascomycota,Eukaryota
Dyadobacter,Agaricomycetes,Psathyrellaceae,Coprinellus,Coprinellus,Agaricales,Basidiomycota,Eukaryota
Dyadobacter,Agaricomycetes,Fistulinaceae,Fistulina,Fistulina,Agaricales,Basidiomycota,Eukaryota
Dyadobacter,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Dyadobacter,Sordariomycetes,Magnaporthaceae,Gaeumannomyces,Gaeumannomyces,Magnaporthales,Ascomycota,Eukaryota
Dyadobacter,Agaricomycetes,Polyporaceae,Ganoderma,Ganoderma,Polyporales,Basidiomycota,Eukaryota
Dyadobacter,Agaricomycetes,Laetiporaceae,Laetiporus,Laetiporus,Polyporales,Basidiomycota,Eukaryota
Dyadobacter,Mucoromycetes,Mucoraceae,Mucor,Mucor,Mucorales,Mucoromycota,Eukaryota
Dyadobacter,Agaricomycetes,Polyporaceae,Trametes,Trametes,Polyporales,Basidiomycota,Eukaryota
Dyadobacter,Sordariomycetes,Hypocreaceae,Trichoderma,Trichoderma,Hypocreales,Ascomycota,Eukaryota
Dyella,Eurotiomycetes,Aspergillaceae,Aspergillus,Aspergillus,Eurotiales,Ascomycota,Eukaryota
Dyella,Sordariomycetes,Bionectriaceae,Clonostachys,Clonostachys,Hypocreales,Ascomycota,Eukaryota
Dyella,Sordariomycetes,Nectriaceae,Ilyonectria,Ilyonectria,Hypocreales,Ascomycota,Eukaryota
Dyella,Sordariomycetes,Clavicipitaceae,Metapochonia,Metapochonia,Hypocreales,Ascomycota,Eukaryota
Dyella,Mortierellomycetes,Mortierellaceae,Mortierella,Mortierella,Mortierellales,Mucoromycota,Eukaryota
Dyella,Leotiomycetes,Pseudogymnoascus,Pseudogymnoascus,NA,Pseudeurotiaceae,Ascomycota,Eukaryota
Edaphobacter,Agaricomycetes,Polyporaceae,Trametes,Trametes,Polyporales,Basidiomycota,Eukaryota
Eggerthella,Sordariomycetes,Magnaporthaceae,Gaeumannomyces,Gaeumannomyces,Magnaporthales,Ascomycota,Eukaryota
Eikenella,Agaricomycetes,Strophariaceae,Agrocybe,Agrocybe,Agaricales,Basidiomycota,Eukaryota
Empedobacter,Sordariomycetes,Acremonium,Acremonium,NA,Hypocreales,Ascomycota,Eukaryota
Empedobacter,Agaricomycetes,Psathyrellaceae,Coprinellus,Coprinellus,Agaricales,Basidiomycota,Eukaryota
Empedobacter,Agaricomycetes,Fistulinaceae,Fistulina,Fistulina,Agaricales,Basidiomycota,Eukaryota
Empedobacter,Agaricomycetes,Polyporaceae,Ganoderma,Ganoderma,Polyporales,Basidiomycota,Eukaryota
Empedobacter,Agaricomycetes,Clitocybaceae,Lepista,Lepista,Agaricales,Basidiomycota,Eukaryota
Empedobacter,Agaricomycetes,Omphalotaceae,Omphalotus,Omphalotus,Agaricales,Basidiomycota,Eukaryota
Empedobacter,Eurotiomycetes,Aspergillaceae,Penicillium,Penicillium,Eurotiales,Ascomycota,Eukaryota
Empedobacter,Agaricomycetes,Polyporaceae,Polyporus,Polyporus,Polyporales,Basidiomycota,Eukaryota
Enhydrobacter,Agaricomycetes,Strophariaceae,Agrocybe,Agrocybe,Agaricales,Basidiomycota,Eukaryota
Enhydrobacter,Dothideomycetes,Pleosporaceae,Alternaria,Alternaria,Pleosporales,Ascomycota,Eukaryota
Enhydrobacter,Tremellomycetes,Trichosporonaceae,Apiotrichum,Apiotrichum,Trichosporonales,Basidiomycota,Eukaryota
Enhydrobacter,Eurotiomycetes,Aspergillaceae,Aspergillus,Aspergillus,Eurotiales,Ascomycota,Eukaryota
Enhydrobacter,Eurotiomycetes,Malbrancheaceae,Auxarthron,Malbranchea,Onygenales,Ascomycota,Eukaryota
Enhydrobacter,Sordariomycetes,Cordycipitaceae,Beauveria,Beauveria,Hypocreales,Ascomycota,Eukaryota
Enhydrobacter,Sordariomycetes,Calcarisporium,Calcarisporium,NA,Hypocreales,Ascomycota,Eukaryota
Enhydrobacter,Dothideomycetes,Cladosporiaceae,Cladosporium,Cladosporium,Cladosporiales,Ascomycota,Eukaryota
Enhydrobacter,Sordariomycetes,Bionectriaceae,Clonostachys,Clonostachys,Hypocreales,Ascomycota,Eukaryota
Enhydrobacter,Sordariomycetes,Coniochaetaceae,Coniochaeta,Coniochaeta,Coniochaetales,Ascomycota,Eukaryota
Enhydrobacter,Agaricomycetes,Agaricaceae,Coprinus,Coprinus,Agaricales,Basidiomycota,Eukaryota
Enhydrobacter,Agaricomycetes,Fistulinaceae,Fistulina,Fistulina,Agaricales,Basidiomycota,Eukaryota
Enhydrobacter,Agaricomycetes,Hymenochaetaceae,Fomitiporia,Fomitiporia,Hymenochaetales,Basidiomycota,Eukaryota
