Bacterial_associate_taxa,Class,Family,Fungal_host_taxa,Genus,Order,Phylum,Superkingdom
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Gyrodon,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Hebeloma,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Hericium,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Hypsizygus,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Infundibulicybe,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Kuehneromyces,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Laetiporus,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Lepista,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Lyophyllum,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Marasmius,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Morchella,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Mortierella,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Mucor,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Omphalotus,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Panellus,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Penicillium,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Phaeoacremonium,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Phaeomoniella,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Pleurotus,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Podila,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Polyporus,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Psathyrella,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Rhizopogon,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Schizosaccharomyces,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Sordaria,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Stereum,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Stropharia,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Suillus,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Tolypocladium,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Trametes,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Trichoderma,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Truncatella,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Umbelopsis,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Novispirillum,Alphaproteobacteria,Rhodospirillaceae,Aspergillus,Novispirillum,Rhodospirillales,Proteobacteria,Bacteria
Novispirillum,Alphaproteobacteria,Rhodospirillaceae,Ceratobasidium,Novispirillum,Rhodospirillales,Proteobacteria,Bacteria
Novispirillum,Alphaproteobacteria,Rhodospirillaceae,Flammulina,Novispirillum,Rhodospirillales,Proteobacteria,Bacteria
Novispirillum,Alphaproteobacteria,Rhodospirillaceae,Ganoderma,Novispirillum,Rhodospirillales,Proteobacteria,Bacteria
Novispirillum,Alphaproteobacteria,Rhodospirillaceae,Laccaria,Novispirillum,Rhodospirillales,Proteobacteria,Bacteria
Novispirillum,Alphaproteobacteria,Rhodospirillaceae,Macrolepiota,Novispirillum,Rhodospirillales,Proteobacteria,Bacteria
Novispirillum,Alphaproteobacteria,Rhodospirillaceae,Sparassis,Novispirillum,Rhodospirillales,Proteobacteria,Bacteria
Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,Alternaria,Novosphingobium,Sphingomonadales,Proteobacteria,Bacteria
Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,Aspergillus,Novosphingobium,Sphingomonadales,Proteobacteria,Bacteria
Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,Basidiobolus,Novosphingobium,Sphingomonadales,Proteobacteria,Bacteria
Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,Beauveria,Novosphingobium,Sphingomonadales,Proteobacteria,Bacteria
Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,Botrytis,Novosphingobium,Sphingomonadales,Proteobacteria,Bacteria
Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,Cladosporium,Novosphingobium,Sphingomonadales,Proteobacteria,Bacteria
Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,Conidiobolus,Novosphingobium,Sphingomonadales,Proteobacteria,Bacteria
Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,Coniella,Novosphingobium,Sphingomonadales,Proteobacteria,Bacteria
Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,Didymella,Novosphingobium,Sphingomonadales,Proteobacteria,Bacteria
Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,Epicoccum,Novosphingobium,Sphingomonadales,Proteobacteria,Bacteria
Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,Fistulina,Novosphingobium,Sphingomonadales,Proteobacteria,Bacteria
Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,Fomitiporia,Novosphingobium,Sphingomonadales,Proteobacteria,Bacteria
Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,Gaeumannomyces,Novosphingobium,Sphingomonadales,Proteobacteria,Bacteria
Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,Ganoderma,Novosphingobium,Sphingomonadales,Proteobacteria,Bacteria
Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,Grifola,Novosphingobium,Sphingomonadales,Proteobacteria,Bacteria
Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,Gyrodon,Novosphingobium,Sphingomonadales,Proteobacteria,Bacteria
Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,Hypsizygus,Novosphingobium,Sphingomonadales,Proteobacteria,Bacteria
Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,Infundibulicybe,Novosphingobium,Sphingomonadales,Proteobacteria,Bacteria
Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,Kuehneromyces,Novosphingobium,Sphingomonadales,Proteobacteria,Bacteria
Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,Laetiporus,Novosphingobium,Sphingomonadales,Proteobacteria,Bacteria
Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,Mortierella,Novosphingobium,Sphingomonadales,Proteobacteria,Bacteria
Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,Neopestalotiopsis,Novosphingobium,Sphingomonadales,Proteobacteria,Bacteria
Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,Omphalotus,Novosphingobium,Sphingomonadales,Proteobacteria,Bacteria
Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,Penicillium,Novosphingobium,Sphingomonadales,Proteobacteria,Bacteria
Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,Periconia,Novosphingobium,Sphingomonadales,Proteobacteria,Bacteria
Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,Phaeomoniella,Novosphingobium,Sphingomonadales,Proteobacteria,Bacteria
Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,Pleurotus,Novosphingobium,Sphingomonadales,Proteobacteria,Bacteria
Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,Purpureocillium,Novosphingobium,Sphingomonadales,Proteobacteria,Bacteria
Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,Rhizopogon,Novosphingobium,Sphingomonadales,Proteobacteria,Bacteria
Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,Stereum,Novosphingobium,Sphingomonadales,Proteobacteria,Bacteria
Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,Trichoderma,Novosphingobium,Sphingomonadales,Proteobacteria,Bacteria
Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,Truncatella,Novosphingobium,Sphingomonadales,Proteobacteria,Bacteria
Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,Verticillium,Novosphingobium,Sphingomonadales,Proteobacteria,Bacteria
Occallatibacter,Acidobacteriia,Acidobacteriaceae,Polyporus,Occallatibacter,Acidobacteriales,Acidobacteria,Bacteria
Ochrobactrum,Alphaproteobacteria,Brucellaceae,Alternaria,Ochrobactrum,Hyphomicrobiales,Proteobacteria,Bacteria
Ochrobactrum,Alphaproteobacteria,Brucellaceae,Aspergillus,Ochrobactrum,Hyphomicrobiales,Proteobacteria,Bacteria
Ochrobactrum,Alphaproteobacteria,Brucellaceae,Byssochlamys,Ochrobactrum,Hyphomicrobiales,Proteobacteria,Bacteria
Ochrobactrum,Alphaproteobacteria,Brucellaceae,Clonostachys,Ochrobactrum,Hyphomicrobiales,Proteobacteria,Bacteria
Ochrobactrum,Alphaproteobacteria,Brucellaceae,Fusarium,Ochrobactrum,Hyphomicrobiales,Proteobacteria,Bacteria
Ochrobactrum,Alphaproteobacteria,Brucellaceae,Grifola,Ochrobactrum,Hyphomicrobiales,Proteobacteria,Bacteria
Ochrobactrum,Alphaproteobacteria,Brucellaceae,Laccaria,Ochrobactrum,Hyphomicrobiales,Proteobacteria,Bacteria
Ochrobactrum,Alphaproteobacteria,Brucellaceae,Penicillium,Ochrobactrum,Hyphomicrobiales,Proteobacteria,Bacteria
Ochrobactrum,Alphaproteobacteria,Brucellaceae,Purpureocillium,Ochrobactrum,Hyphomicrobiales,Proteobacteria,Bacteria
Ochrobactrum,Alphaproteobacteria,Brucellaceae,Trichoderma,Ochrobactrum,Hyphomicrobiales,Proteobacteria,Bacteria
Oerskovia,Actinomycetia,Cellulomonadaceae,Didymella,Oerskovia,Micrococcales,Actinobacteria,Bacteria
Ohtaekwangia,Cytophagia,Fulvivirgaceae,Pleurotus,Ohtaekwangia,Cytophagales,Bacteroidota,Bacteria
Ohtaekwangia,Cytophagia,Fulvivirgaceae,Trametes,Ohtaekwangia,Cytophagales,Bacteroidota,Bacteria
Oligella,Betaproteobacteria,Alcaligenaceae,Fistulina,Oligella,Burkholderiales,Proteobacteria,Bacteria
Oligoflexus,Oligoflexia,Oligoflexaceae,Basidiobolus,Oligoflexus,Oligoflexales,Proteobacteria,Bacteria
Olsenella,Coriobacteriia,Atopobiaceae,Plectosphaerella,Olsenella,Coriobacteriales,Actinobacteria,Bacteria
Oribacterium,Clostridia,Lachnospiraceae,Phaeomoniella,Oribacterium,Eubacteriales,Firmicutes,Bacteria
Ornithinicoccus,Actinomycetia,Intrasporangiaceae,Aspergillus,Ornithinicoccus,Micrococcales,Actinobacteria,Bacteria
Ornithinicoccus,Actinomycetia,Intrasporangiaceae,Mortierella,Ornithinicoccus,Micrococcales,Actinobacteria,Bacteria
Ornithinicoccus,Actinomycetia,Intrasporangiaceae,Trichoderma,Ornithinicoccus,Micrococcales,Actinobacteria,Bacteria
Ornithinimicrobium,Actinomycetia,Ornithinimicrobiaceae,Alternaria,Ornithinimicrobium,Micrococcales,Actinobacteria,Bacteria
Ornithinimicrobium,Actinomycetia,Ornithinimicrobiaceae,Aspergillus,Ornithinimicrobium,Micrococcales,Actinobacteria,Bacteria
Ornithinimicrobium,Actinomycetia,Ornithinimicrobiaceae,Coniella,Ornithinimicrobium,Micrococcales,Actinobacteria,Bacteria
Ornithinimicrobium,Actinomycetia,Ornithinimicrobiaceae,Coprinellus,Ornithinimicrobium,Micrococcales,Actinobacteria,Bacteria
Ornithinimicrobium,Actinomycetia,Ornithinimicrobiaceae,Fusarium,Ornithinimicrobium,Micrococcales,Actinobacteria,Bacteria
Ornithinimicrobium,Actinomycetia,Ornithinimicrobiaceae,Laetiporus,Ornithinimicrobium,Micrococcales,Actinobacteria,Bacteria
Ornithinimicrobium,Actinomycetia,Ornithinimicrobiaceae,Pleurotus,Ornithinimicrobium,Micrococcales,Actinobacteria,Bacteria
Ornithinimicrobium,Actinomycetia,Ornithinimicrobiaceae,Rhizopogon,Ornithinimicrobium,Micrococcales,Actinobacteria,Bacteria
Ornithinimicrobium,Actinomycetia,Ornithinimicrobiaceae,Truncatella,Ornithinimicrobium,Micrococcales,Actinobacteria,Bacteria
Oscillibacter,Clostridia,Oscillospiraceae,Gaeumannomyces,Oscillibacter,Eubacteriales,Firmicutes,Bacteria
Ottowia,Betaproteobacteria,Comamonadaceae,Flammulina,Ottowia,Burkholderiales,Proteobacteria,Bacteria
Paenarthrobacter,Actinomycetia,Micrococcaceae,Ilyonectria,Paenarthrobacter,Micrococcales,Actinobacteria,Bacteria
Paenarthrobacter,Actinomycetia,Micrococcaceae,Macrolepiota,Paenarthrobacter,Micrococcales,Actinobacteria,Bacteria
Paenarthrobacter,Actinomycetia,Micrococcaceae,Mortierella,Paenarthrobacter,Micrococcales,Actinobacteria,Bacteria
Paenarthrobacter,Actinomycetia,Micrococcaceae,Podila,Paenarthrobacter,Micrococcales,Actinobacteria,Bacteria
Paenibacillus,Bacilli,Paenibacillaceae,Acremonium,Paenibacillus,Bacillales,Firmicutes,Bacteria
Paenibacillus,Bacilli,Paenibacillaceae,Alternaria,Paenibacillus,Bacillales,Firmicutes,Bacteria
Paenibacillus,Bacilli,Paenibacillaceae,Byssochlamys,Paenibacillus,Bacillales,Firmicutes,Bacteria
Paenibacillus,Bacilli,Paenibacillaceae,Diaporthe,Paenibacillus,Bacillales,Firmicutes,Bacteria
Paenibacillus,Bacilli,Paenibacillaceae,Fomitiporia,Paenibacillus,Bacillales,Firmicutes,Bacteria
Paenibacillus,Bacilli,Paenibacillaceae,Fusarium,Paenibacillus,Bacillales,Firmicutes,Bacteria
Paenibacillus,Bacilli,Paenibacillaceae,Gaeumannomyces,Paenibacillus,Bacillales,Firmicutes,Bacteria
Paenibacillus,Bacilli,Paenibacillaceae,Gyrodon,Paenibacillus,Bacillales,Firmicutes,Bacteria
Paenibacillus,Bacilli,Paenibacillaceae,Laccaria,Paenibacillus,Bacillales,Firmicutes,Bacteria
Paenibacillus,Bacilli,Paenibacillaceae,Laetiporus,Paenibacillus,Bacillales,Firmicutes,Bacteria
Paenibacillus,Bacilli,Paenibacillaceae,Morchella,Paenibacillus,Bacillales,Firmicutes,Bacteria
Paenibacillus,Bacilli,Paenibacillaceae,Mortierella,Paenibacillus,Bacillales,Firmicutes,Bacteria
Paenibacillus,Bacilli,Paenibacillaceae,Panellus,Paenibacillus,Bacillales,Firmicutes,Bacteria
Paenibacillus,Bacilli,Paenibacillaceae,Penicillium,Paenibacillus,Bacillales,Firmicutes,Bacteria
Paenibacillus,Bacilli,Paenibacillaceae,Periconia,Paenibacillus,Bacillales,Firmicutes,Bacteria
Paenibacillus,Bacilli,Paenibacillaceae,Pleurotus,Paenibacillus,Bacillales,Firmicutes,Bacteria
Paenibacillus,Bacilli,Paenibacillaceae,Trametes,Paenibacillus,Bacillales,Firmicutes,Bacteria
Paeniglutamicibacter,Actinomycetia,Micrococcaceae,Alternaria,Paeniglutamicibacter,Micrococcales,Actinobacteria,Bacteria
Paenisporosarcina,Bacilli,Planococcaceae,Fusarium,Paenisporosarcina,Bacillales,Firmicutes,Bacteria
Pajaroellobacter,Deltaproteobacteria,Polyangiaceae,Auxarthron,Pajaroellobacter,Myxococcales,Proteobacteria,Bacteria
Pajaroellobacter,Deltaproteobacteria,Polyangiaceae,Cladosporium,Pajaroellobacter,Myxococcales,Proteobacteria,Bacteria
Pajaroellobacter,Deltaproteobacteria,Polyangiaceae,Clonostachys,Pajaroellobacter,Myxococcales,Proteobacteria,Bacteria
Pajaroellobacter,Deltaproteobacteria,Polyangiaceae,Fusarium,Pajaroellobacter,Myxococcales,Proteobacteria,Bacteria
Pajaroellobacter,Deltaproteobacteria,Polyangiaceae,Ilyonectria,Pajaroellobacter,Myxococcales,Proteobacteria,Bacteria
Pajaroellobacter,Deltaproteobacteria,Polyangiaceae,Mortierella,Pajaroellobacter,Myxococcales,Proteobacteria,Bacteria
Pajaroellobacter,Deltaproteobacteria,Polyangiaceae,Pleurotus,Pajaroellobacter,Myxococcales,Proteobacteria,Bacteria
Pajaroellobacter,Deltaproteobacteria,Polyangiaceae,Pseudogymnoascus,Pajaroellobacter,Myxococcales,Proteobacteria,Bacteria
Paludibacter,Bacteroidia,Paludibacteraceae,Epicoccum,Paludibacter,Bacteroidales,Bacteroidota,Bacteria
Paludibaculum,Acidobacteriia,Bryobacteraceae,Mortierella,Paludibaculum,Bryobacterales,Acidobacteria,Bacteria
Paludisphaera,Planctomycetia,Isosphaeraceae,Gaeumannomyces,Paludisphaera,Isosphaerales,Planctomycetota,Bacteria
Paludisphaera,Planctomycetia,Isosphaeraceae,Marasmius,Paludisphaera,Isosphaerales,Planctomycetota,Bacteria
Paludisphaera,Planctomycetia,Isosphaeraceae,Stereum,Paludisphaera,Isosphaerales,Planctomycetota,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Acremonium,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Agrocybe,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Alternaria,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Armillaria,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Aspergillus,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Basidiobolus,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Beauveria,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Botrytis,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Calcarisporium,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Ceratobasidium,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Chaetomium,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Conidiobolus,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Coniella,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Coprinellus,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Coprinus,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Epicoccum,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Fistulina,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Fomitiporia,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Fusarium,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Gaeumannomyces,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Ganoderma,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Grifola,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Gyrodon,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Hebeloma,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Hericium,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Hypsizygus,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Infundibulicybe,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Kuehneromyces,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Laccaria,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Laetiporus,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Lepista,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Lyophyllum,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Macrolepiota,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Marasmius,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Morchella,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Mucor,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Omphalotus,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Panellus,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Penicillium,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Phaeoacremonium,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
Pannonibacter,Alphaproteobacteria,Stappiaceae,Phaeomoniella,Pannonibacter,Hyphomicrobiales,Proteobacteria,Bacteria
