Bacterial_associate_taxa,Class,Family,Fungal_host_taxa,Genus,Order,Phylum,Superkingdom
Microvirga,Alphaproteobacteria,Methylobacteriaceae,Penicillium,Microvirga,Hyphomicrobiales,Proteobacteria,Bacteria
Microvirga,Alphaproteobacteria,Methylobacteriaceae,Phaeoacremonium,Microvirga,Hyphomicrobiales,Proteobacteria,Bacteria
Microvirga,Alphaproteobacteria,Methylobacteriaceae,Pleurotus,Microvirga,Hyphomicrobiales,Proteobacteria,Bacteria
Microvirga,Alphaproteobacteria,Methylobacteriaceae,Polyporus,Microvirga,Hyphomicrobiales,Proteobacteria,Bacteria
Microvirga,Alphaproteobacteria,Methylobacteriaceae,Psathyrella,Microvirga,Hyphomicrobiales,Proteobacteria,Bacteria
Microvirga,Alphaproteobacteria,Methylobacteriaceae,Rhizopogon,Microvirga,Hyphomicrobiales,Proteobacteria,Bacteria
Microvirga,Alphaproteobacteria,Methylobacteriaceae,Schizosaccharomyces,Microvirga,Hyphomicrobiales,Proteobacteria,Bacteria
Microvirga,Alphaproteobacteria,Methylobacteriaceae,Stereum,Microvirga,Hyphomicrobiales,Proteobacteria,Bacteria
Microvirga,Alphaproteobacteria,Methylobacteriaceae,Stropharia,Microvirga,Hyphomicrobiales,Proteobacteria,Bacteria
Microvirga,Alphaproteobacteria,Methylobacteriaceae,Tolypocladium,Microvirga,Hyphomicrobiales,Proteobacteria,Bacteria
Microvirga,Alphaproteobacteria,Methylobacteriaceae,Trametes,Microvirga,Hyphomicrobiales,Proteobacteria,Bacteria
Microvirga,Alphaproteobacteria,Methylobacteriaceae,Trichoderma,Microvirga,Hyphomicrobiales,Proteobacteria,Bacteria
Microvirga,Alphaproteobacteria,Methylobacteriaceae,Truncatella,Microvirga,Hyphomicrobiales,Proteobacteria,Bacteria
Mobilitalea,Clostridia,Lachnospiraceae,Polyporus,Mobilitalea,Eubacteriales,Firmicutes,Bacteria
Modestobacter,Actinomycetia,Geodermatophilaceae,Alternaria,Modestobacter,Geodermatophilales,Actinobacteria,Bacteria
Modestobacter,Actinomycetia,Geodermatophilaceae,Fusarium,Modestobacter,Geodermatophilales,Actinobacteria,Bacteria
Modestobacter,Actinomycetia,Geodermatophilaceae,Gaeumannomyces,Modestobacter,Geodermatophilales,Actinobacteria,Bacteria
Modestobacter,Actinomycetia,Geodermatophilaceae,Ganoderma,Modestobacter,Geodermatophilales,Actinobacteria,Bacteria
Modestobacter,Actinomycetia,Geodermatophilaceae,Hebeloma,Modestobacter,Geodermatophilales,Actinobacteria,Bacteria
Modestobacter,Actinomycetia,Geodermatophilaceae,Laetiporus,Modestobacter,Geodermatophilales,Actinobacteria,Bacteria
Modestobacter,Actinomycetia,Geodermatophilaceae,Paramyrothecium,Modestobacter,Geodermatophilales,Actinobacteria,Bacteria
Modestobacter,Actinomycetia,Geodermatophilaceae,Pestalotiopsis,Modestobacter,Geodermatophilales,Actinobacteria,Bacteria
Modestobacter,Actinomycetia,Geodermatophilaceae,Pleurotus,Modestobacter,Geodermatophilales,Actinobacteria,Bacteria
Modestobacter,Actinomycetia,Geodermatophilaceae,Trametes,Modestobacter,Geodermatophilales,Actinobacteria,Bacteria
Modestobacter,Actinomycetia,Geodermatophilaceae,Truncatella,Modestobacter,Geodermatophilales,Actinobacteria,Bacteria
Mogibacterium,Clostridia,Eubacteriales Family XIII. Incertae Sedis,Mortierella,Mogibacterium,Eubacteriales,Firmicutes,Bacteria
Mogibacterium,Clostridia,Eubacteriales Family XIII. Incertae Sedis,Umbelopsis,Mogibacterium,Eubacteriales,Firmicutes,Bacteria
Moheibacter,Flavobacteriia,Weeksellaceae,Morchella,Moheibacter,Flavobacteriales,Bacteroidota,Bacteria
Moraxella,Gammaproteobacteria,Moraxellaceae,Pseudogymnoascus,Moraxella,Moraxellales,Proteobacteria,Bacteria
Moryella,Clostridia,Lachnospiraceae,Psathyrella,Moryella,Eubacteriales,Firmicutes,Bacteria
Mucilaginibacter,Sphingobacteriia,Sphingobacteriaceae,Hebeloma,Mucilaginibacter,Sphingobacteriales,Bacteroidota,Bacteria
Mucilaginibacter,Sphingobacteriia,Sphingobacteriaceae,Laccaria,Mucilaginibacter,Sphingobacteriales,Bacteroidota,Bacteria
Mucilaginibacter,Sphingobacteriia,Sphingobacteriaceae,Phaeoacremonium,Mucilaginibacter,Sphingobacteriales,Bacteroidota,Bacteria
Mucilaginibacter,Sphingobacteriia,Sphingobacteriaceae,Pleurotus,Mucilaginibacter,Sphingobacteriales,Bacteroidota,Bacteria
Mycobacterium,Actinomycetia,Mycobacteriaceae,Aspergillus,Mycobacterium,Corynebacteriales,Actinobacteria,Bacteria
Mycobacterium,Actinomycetia,Mycobacteriaceae,Coniella,Mycobacterium,Corynebacteriales,Actinobacteria,Bacteria
Mycobacterium,Actinomycetia,Mycobacteriaceae,Epicoccum,Mycobacterium,Corynebacteriales,Actinobacteria,Bacteria
Mycobacterium,Actinomycetia,Mycobacteriaceae,Fusarium,Mycobacterium,Corynebacteriales,Actinobacteria,Bacteria
Mycobacterium,Actinomycetia,Mycobacteriaceae,Gyrodon,Mycobacterium,Corynebacteriales,Actinobacteria,Bacteria
Mycobacterium,Actinomycetia,Mycobacteriaceae,Marasmius,Mycobacterium,Corynebacteriales,Actinobacteria,Bacteria
Mycobacterium,Actinomycetia,Mycobacteriaceae,Meyerozyma,Mycobacterium,Corynebacteriales,Actinobacteria,Bacteria
Mycobacterium,Actinomycetia,Mycobacteriaceae,Penicillium,Mycobacterium,Corynebacteriales,Actinobacteria,Bacteria
Mycobacterium,Actinomycetia,Mycobacteriaceae,Purpureocillium,Mycobacterium,Corynebacteriales,Actinobacteria,Bacteria
Mycobacterium,Actinomycetia,Mycobacteriaceae,Trichoderma,Mycobacterium,Corynebacteriales,Actinobacteria,Bacteria
Mycobacterium,Actinomycetia,Mycobacteriaceae,Verticillium,Mycobacterium,Corynebacteriales,Actinobacteria,Bacteria
Myroides,Flavobacteriia,Flavobacteriaceae,Aspergillus,Myroides,Flavobacteriales,Bacteroidota,Bacteria
Myroides,Flavobacteriia,Flavobacteriaceae,Beauveria,Myroides,Flavobacteriales,Bacteroidota,Bacteria
Myroides,Flavobacteriia,Flavobacteriaceae,Coprinellus,Myroides,Flavobacteriales,Bacteroidota,Bacteria
Myroides,Flavobacteriia,Flavobacteriaceae,Kuehneromyces,Myroides,Flavobacteriales,Bacteroidota,Bacteria
Myroides,Flavobacteriia,Flavobacteriaceae,Omphalotus,Myroides,Flavobacteriales,Bacteroidota,Bacteria
Myroides,Flavobacteriia,Flavobacteriaceae,Panellus,Myroides,Flavobacteriales,Bacteroidota,Bacteria
Myroides,Flavobacteriia,Flavobacteriaceae,Polyporus,Myroides,Flavobacteriales,Bacteroidota,Bacteria
Myroides,Flavobacteriia,Flavobacteriaceae,Rhizopogon,Myroides,Flavobacteriales,Bacteroidota,Bacteria
Myroides,Flavobacteriia,Flavobacteriaceae,Trametes,Myroides,Flavobacteriales,Bacteroidota,Bacteria
Myroides,Flavobacteriia,Flavobacteriaceae,Trichoderma,Myroides,Flavobacteriales,Bacteroidota,Bacteria
Naasia,Actinomycetia,Microbacteriaceae,Rhizopogon,Naasia,Micrococcales,Actinobacteria,Bacteria
Nakamurella,Actinomycetia,Nakamurellaceae,Aspergillus,Nakamurella,Nakamurellales,Actinobacteria,Bacteria
Nakamurella,Actinomycetia,Nakamurellaceae,Kuehneromyces,Nakamurella,Nakamurellales,Actinobacteria,Bacteria
Nakamurella,Actinomycetia,Nakamurellaceae,Mucor,Nakamurella,Nakamurellales,Actinobacteria,Bacteria
Nakamurella,Actinomycetia,Nakamurellaceae,Pleurotus,Nakamurella,Nakamurellales,Actinobacteria,Bacteria
Nakamurella,Actinomycetia,Nakamurellaceae,Trametes,Nakamurella,Nakamurellales,Actinobacteria,Bacteria
Negativicoccus,Negativicutes,Veillonellaceae,Rhizopogon,Negativicoccus,Veillonellales,Firmicutes,Bacteria
Neisseria,Betaproteobacteria,Neisseriaceae,Acremonium,Neisseria,Neisseriales,Proteobacteria,Bacteria
Neisseria,Betaproteobacteria,Neisseriaceae,Alternaria,Neisseria,Neisseriales,Proteobacteria,Bacteria
Neisseria,Betaproteobacteria,Neisseriaceae,Aspergillus,Neisseria,Neisseriales,Proteobacteria,Bacteria
Neisseria,Betaproteobacteria,Neisseriaceae,Coniella,Neisseria,Neisseriales,Proteobacteria,Bacteria
Neisseria,Betaproteobacteria,Neisseriaceae,Epicoccum,Neisseria,Neisseriales,Proteobacteria,Bacteria
Neisseria,Betaproteobacteria,Neisseriaceae,Fomitiporia,Neisseria,Neisseriales,Proteobacteria,Bacteria
Neisseria,Betaproteobacteria,Neisseriaceae,Fusarium,Neisseria,Neisseriales,Proteobacteria,Bacteria
Neisseria,Betaproteobacteria,Neisseriaceae,Ganoderma,Neisseria,Neisseriales,Proteobacteria,Bacteria
Neisseria,Betaproteobacteria,Neisseriaceae,Infundibulicybe,Neisseria,Neisseriales,Proteobacteria,Bacteria
Neisseria,Betaproteobacteria,Neisseriaceae,Kuehneromyces,Neisseria,Neisseriales,Proteobacteria,Bacteria
Neisseria,Betaproteobacteria,Neisseriaceae,Morchella,Neisseria,Neisseriales,Proteobacteria,Bacteria
Neisseria,Betaproteobacteria,Neisseriaceae,Penicillium,Neisseria,Neisseriales,Proteobacteria,Bacteria
Neisseria,Betaproteobacteria,Neisseriaceae,Plectosphaerella,Neisseria,Neisseriales,Proteobacteria,Bacteria
Neisseria,Betaproteobacteria,Neisseriaceae,Pleurotus,Neisseria,Neisseriales,Proteobacteria,Bacteria
Neisseria,Betaproteobacteria,Neisseriaceae,Psathyrella,Neisseria,Neisseriales,Proteobacteria,Bacteria
Neisseria,Betaproteobacteria,Neisseriaceae,Trichoderma,Neisseria,Neisseriales,Proteobacteria,Bacteria
Neisseria,Betaproteobacteria,Neisseriaceae,Truncatella,Neisseria,Neisseriales,Proteobacteria,Bacteria
Neomicrococcus,Actinomycetia,Micrococcaceae,Ceratobasidium,Neomicrococcus,Micrococcales,Actinobacteria,Bacteria
Neomicrococcus,Actinomycetia,Micrococcaceae,Ganoderma,Neomicrococcus,Micrococcales,Actinobacteria,Bacteria
Nesterenkonia,Actinomycetia,Micrococcaceae,Epicoccum,Nesterenkonia,Micrococcales,Actinobacteria,Bacteria
Nesterenkonia,Actinomycetia,Micrococcaceae,Mortierella,Nesterenkonia,Micrococcales,Actinobacteria,Bacteria
Nibribacter,Cytophagia,Hymenobacteraceae,Alternaria,Nibribacter,Cytophagales,Bacteroidota,Bacteria
Nibribacter,Cytophagia,Hymenobacteraceae,Mortierella,Nibribacter,Cytophagales,Bacteroidota,Bacteria
Nitrosomonas,Betaproteobacteria,Nitrosomonadaceae,Alternaria,Nitrosomonas,Nitrosomonadales,Proteobacteria,Bacteria
Nitrosomonas,Betaproteobacteria,Nitrosomonadaceae,Coniella,Nitrosomonas,Nitrosomonadales,Proteobacteria,Bacteria
Nitrosomonas,Betaproteobacteria,Nitrosomonadaceae,Psathyrella,Nitrosomonas,Nitrosomonadales,Proteobacteria,Bacteria
Nitrosospira,Betaproteobacteria,Nitrosomonadaceae,Penicillium,Nitrosospira,Nitrosomonadales,Proteobacteria,Bacteria
Nitrosospira,Betaproteobacteria,Nitrosomonadaceae,Polyporus,Nitrosospira,Nitrosomonadales,Proteobacteria,Bacteria
Nitrospira,Nitrospira,NA,Alternaria,NA,NA,Nitrospirae,Bacteria
Nitrospira,Nitrospira,NA,Aspergillus,NA,NA,Nitrospirae,Bacteria
Nitrospira,Nitrospira,NA,Coniella,NA,NA,Nitrospirae,Bacteria
Nitrospira,Nitrospira,NA,Epicoccum,NA,NA,Nitrospirae,Bacteria
Nitrospira,Nitrospira,NA,Fusarium,NA,NA,Nitrospirae,Bacteria
Nitrospira,Nitrospira,NA,Gyrodon,NA,NA,Nitrospirae,Bacteria
Nitrospira,Nitrospira,NA,Morchella,NA,NA,Nitrospirae,Bacteria
Nitrospira,Nitrospira,NA,Penicillium,NA,NA,Nitrospirae,Bacteria
Nitrospira,Nitrospira,NA,Pleurotus,NA,NA,Nitrospirae,Bacteria
Nitrospira,Nitrospira,NA,Polyporus,NA,NA,Nitrospirae,Bacteria
Nitrospira,Nitrospira,NA,Psathyrella,NA,NA,Nitrospirae,Bacteria
Nitrospira,Nitrospira,NA,Rhizopogon,NA,NA,Nitrospirae,Bacteria
Nitrospira,Nitrospira,NA,Stereum,NA,NA,Nitrospirae,Bacteria
Nitrospira,Nitrospira,NA,Trametes,NA,NA,Nitrospirae,Bacteria
Nitrospira,Nitrospira,NA,Trichoderma,NA,NA,Nitrospirae,Bacteria
Nitrospira,Nitrospira,NA,Truncatella,NA,NA,Nitrospirae,Bacteria
Nitrospirillum,Alphaproteobacteria,Azospirillaceae,Alternaria,Nitrospirillum,Rhodospirillales,Proteobacteria,Bacteria
Nitrospirillum,Alphaproteobacteria,Azospirillaceae,Beauveria,Nitrospirillum,Rhodospirillales,Proteobacteria,Bacteria
Nitrospirillum,Alphaproteobacteria,Azospirillaceae,Botrytis,Nitrospirillum,Rhodospirillales,Proteobacteria,Bacteria
Nitrospirillum,Alphaproteobacteria,Azospirillaceae,Coprinellus,Nitrospirillum,Rhodospirillales,Proteobacteria,Bacteria
Nitrospirillum,Alphaproteobacteria,Azospirillaceae,Fomitiporia,Nitrospirillum,Rhodospirillales,Proteobacteria,Bacteria
Nitrospirillum,Alphaproteobacteria,Azospirillaceae,Fusarium,Nitrospirillum,Rhodospirillales,Proteobacteria,Bacteria
Nitrospirillum,Alphaproteobacteria,Azospirillaceae,Gaeumannomyces,Nitrospirillum,Rhodospirillales,Proteobacteria,Bacteria
Nitrospirillum,Alphaproteobacteria,Azospirillaceae,Grifola,Nitrospirillum,Rhodospirillales,Proteobacteria,Bacteria
Nitrospirillum,Alphaproteobacteria,Azospirillaceae,Kuehneromyces,Nitrospirillum,Rhodospirillales,Proteobacteria,Bacteria
Nitrospirillum,Alphaproteobacteria,Azospirillaceae,Marasmius,Nitrospirillum,Rhodospirillales,Proteobacteria,Bacteria
Nitrospirillum,Alphaproteobacteria,Azospirillaceae,Morchella,Nitrospirillum,Rhodospirillales,Proteobacteria,Bacteria
Nitrospirillum,Alphaproteobacteria,Azospirillaceae,Mucor,Nitrospirillum,Rhodospirillales,Proteobacteria,Bacteria
Nitrospirillum,Alphaproteobacteria,Azospirillaceae,Omphalotus,Nitrospirillum,Rhodospirillales,Proteobacteria,Bacteria
Nitrospirillum,Alphaproteobacteria,Azospirillaceae,Phaeoacremonium,Nitrospirillum,Rhodospirillales,Proteobacteria,Bacteria
Nitrospirillum,Alphaproteobacteria,Azospirillaceae,Pleurotus,Nitrospirillum,Rhodospirillales,Proteobacteria,Bacteria
Nitrospirillum,Alphaproteobacteria,Azospirillaceae,Sordaria,Nitrospirillum,Rhodospirillales,Proteobacteria,Bacteria
Nitrospirillum,Alphaproteobacteria,Azospirillaceae,Trametes,Nitrospirillum,Rhodospirillales,Proteobacteria,Bacteria
Nitrospirillum,Alphaproteobacteria,Azospirillaceae,Trichoderma,Nitrospirillum,Rhodospirillales,Proteobacteria,Bacteria
Niveispirillum,Alphaproteobacteria,Azospirillaceae,Beauveria,Niveispirillum,Rhodospirillales,Proteobacteria,Bacteria
Niveispirillum,Alphaproteobacteria,Azospirillaceae,Ceratobasidium,Niveispirillum,Rhodospirillales,Proteobacteria,Bacteria
Niveispirillum,Alphaproteobacteria,Azospirillaceae,Ganoderma,Niveispirillum,Rhodospirillales,Proteobacteria,Bacteria
Niveispirillum,Alphaproteobacteria,Azospirillaceae,Grifola,Niveispirillum,Rhodospirillales,Proteobacteria,Bacteria
Niveispirillum,Alphaproteobacteria,Azospirillaceae,Hericium,Niveispirillum,Rhodospirillales,Proteobacteria,Bacteria
Niveispirillum,Alphaproteobacteria,Azospirillaceae,Kuehneromyces,Niveispirillum,Rhodospirillales,Proteobacteria,Bacteria
Niveispirillum,Alphaproteobacteria,Azospirillaceae,Lepista,Niveispirillum,Rhodospirillales,Proteobacteria,Bacteria
Niveispirillum,Alphaproteobacteria,Azospirillaceae,Pleurotus,Niveispirillum,Rhodospirillales,Proteobacteria,Bacteria
Niveispirillum,Alphaproteobacteria,Azospirillaceae,Rhizopogon,Niveispirillum,Rhodospirillales,Proteobacteria,Bacteria
Niveispirillum,Alphaproteobacteria,Azospirillaceae,Tolypocladium,Niveispirillum,Rhodospirillales,Proteobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Acremonium,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Agrocybe,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Alternaria,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Armillaria,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Aspergillus,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Basidiobolus,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Beauveria,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Botrytis,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Calcarisporium,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Ceratobasidium,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Chaetomium,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Clonostachys,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Conidiobolus,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Coniella,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Coprinellus,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Coprinus,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Epicoccum,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Fistulina,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Fomitiporia,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Fusarium,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Gaeumannomyces,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Ganoderma,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Grifola,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Gyrodon,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Hebeloma,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Hericium,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Hypsizygus,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Infundibulicybe,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Kuehneromyces,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Laccaria,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Laetiporus,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Lepista,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Lyophyllum,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Marasmius,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Morchella,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Mucor,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Omphalotus,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Panellus,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Penicillium,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Periconia,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Phaeoacremonium,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Phaeomoniella,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Pleurotus,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Polyporus,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Psathyrella,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Purpureocillium,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Rhizopogon,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Schizosaccharomyces,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Sordaria,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Sparassis,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Stereum,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Stropharia,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Suillus,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Tolypocladium,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Trametes,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Tranzscheliella,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Trichoderma,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Truncatella,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Umbelopsis,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardioides,Actinomycetia,Nocardioidaceae,Verticillium,Nocardioides,Propionibacteriales,Actinobacteria,Bacteria
Nocardiopsis,Actinomycetia,Nocardiopsaceae,Alternaria,Nocardiopsis,Streptosporangiales,Actinobacteria,Bacteria
Nocardiopsis,Actinomycetia,Nocardiopsaceae,Cladosporium,Nocardiopsis,Streptosporangiales,Actinobacteria,Bacteria
Nocardiopsis,Actinomycetia,Nocardiopsaceae,Epicoccum,Nocardiopsis,Streptosporangiales,Actinobacteria,Bacteria
Nodosilinea,Pseudanabaenales,Nodosilinea,Fusarium,NA,Prochlorotrichaceae,Cyanobacteria,Bacteria
Nodosilinea,Pseudanabaenales,Nodosilinea,Laetiporus,NA,Prochlorotrichaceae,Cyanobacteria,Bacteria
Nosocomiicoccus,Bacilli,Staphylococcaceae,Aspergillus,Nosocomiicoccus,Bacillales,Firmicutes,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Acremonium,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Agrocybe,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Alternaria,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Armillaria,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Aspergillus,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Basidiobolus,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Beauveria,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Botrytis,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Calcarisporium,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Chaetomium,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Conidiobolus,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Coniella,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Coniochaeta,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Coprinellus,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Coprinus,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Epicoccum,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Fistulina,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Fomitiporia,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Fusarium,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Gaeumannomyces,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Ganoderma,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
Noviherbaspirillum,Betaproteobacteria,Oxalobacteraceae,Grifola,Noviherbaspirillum,Burkholderiales,Proteobacteria,Bacteria
